Date,Close_Price,Open_Price,High_Price,Low_Price
2018-12-21,4.666006088256836,4.666006088256836,4.775794359022221,4.604250022353879
2018-12-22,4.65228271484375,4.6042501811300784,4.7483474550762255,4.6042501811300784
2018-12-23,4.65228271484375,4.6042501811300784,4.7483474550762255,4.6042501811300784
2018-12-24,4.65228271484375,4.6042501811300784,4.7483474550762255,4.6042501811300784
2018-12-25,4.617974281311035,4.6316978173115695,4.70031549731424,4.604250745310501
2018-12-26,4.617974281311035,4.6316978173115695,4.70031549731424,4.604250745310501
2018-12-27,4.590526580810547,4.645420717297003,4.659144251418617,4.5150469795442385
2018-12-28,4.549356460571289,4.576803531723266,4.727762423059139,4.542494529185846
2018-12-29,4.583664894104004,4.645420964535479,4.700315103943509,4.569941359251996
2018-12-30,4.583664894104004,4.645420964535479,4.700315103943509,4.569941359251996
2018-12-31,4.583664894104004,4.645420964535479,4.700315103943509,4.569941359251996
2019-01-01,4.54249382019043,4.535632217070848,4.611111487360482,4.515046753322409
2019-01-02,4.54249382019043,4.535632217070848,4.611111487360482,4.515046753322409
2019-01-03,4.630934238433838,4.547368588708387,4.700572279871714,4.547368588708387
2019-01-04,4.749319553375244,4.617007095283367,4.805029992138054,4.610043124407812
2019-01-05,4.777174949645996,4.742355758099751,4.791102559852411,4.686645317274094
2019-01-06,4.777174949645996,4.742355758099751,4.791102559852411,4.686645317274094
2019-01-07,4.777174949645996,4.742355758099751,4.791102559852411,4.686645317274094
2019-01-08,4.902522563934326,4.965196964674455,4.972160602500935,4.805029309941074
2019-01-09,4.9164509773254395,4.944306197316826,4.958233807312519,4.881632118366415
2019-01-10,4.895559787750244,4.88859581663771,4.944306257296307,4.791102545485167
2019-01-11,4.860740661621094,4.993053125993323,4.993053125993323,4.81895783056572
2019-01-12,4.923415184020996,4.853776798648758,4.979125626670442,4.853776798648758
2019-01-13,4.923415184020996,4.853776798648758,4.979125626670442,4.853776798648758
2019-01-14,4.923415184020996,4.853776798648758,4.979125626670442,4.853776798648758
2019-01-15,4.965198040008545,4.90948759708981,4.979125650738228,4.895559986360126
2019-01-16,5.111437797546387,5.097510187691781,5.125365407400992,5.0626909970250615
2019-01-17,5.132328033447266,5.1044728192352045,5.1671472172425155,5.034834783705052
2019-01-18,5.243749618530273,5.167147607629516,5.257677226688559,5.160183637520189
2019-01-19,5.1392927169799805,5.125365107939129,5.153220326020831,5.118401137388507
2019-01-20,5.1392927169799805,5.125365107939129,5.153220326020831,5.118401137388507
2019-01-21,5.1392927169799805,5.125365107939129,5.153220326020831,5.118401137388507
2019-01-22,5.1392927169799805,5.125365107939129,5.153220326020831,5.118401137388507
2019-01-23,5.146256923675537,5.118401702518302,5.243750529786292,5.06269126020383
2019-01-24,5.236786365509033,5.201967174315242,5.306424415836197,5.201967174315242
2019-01-25,5.334280014038086,5.2994611524368995,5.334280014038086,5.278569569827836
2019-01-26,5.369098663330078,5.3412434440491765,5.389989911760551,5.2716053958469224
2019-01-27,5.369098663330078,5.3412434440491765,5.389989911760551,5.2716053958469224
2019-01-28,5.369098663330078,5.3412434440491765,5.389989911760551,5.2716053958469224
2019-01-29,5.410881042480469,5.320351421312468,5.424808650963209,5.320351421312468
2019-01-30,5.487483978271484,5.4317735349689,5.508375228479736,5.4317735349689
2019-01-31,5.376061916351318,5.355170669419933,5.389989524992369,5.313387843496781
2019-02-01,5.292496681213379,5.32731587158771,5.348207120163981,5.292496681213379
2019-02-02,5.313388347625732,5.1741119159404345,5.32035198657677,5.1741119159404345
2019-02-03,5.313388347625732,5.1741119159404345,5.32035198657677,5.1741119159404345
2019-02-04,5.313388347625732,5.1741119159404345,5.32035198657677,5.1741119159404345
2019-02-05,5.264641761779785,5.264641761779785,5.278569372311196,5.229822901481471
2019-02-06,5.292496681213379,5.222858632525125,5.306424290951029,5.222858632525125
2019-02-07,5.313388347625732,5.313388347625732,5.348207206501747,5.299460737663244
2019-02-08,5.3203511238098145,5.327315093691964,5.327315093691964,5.292495908401938
2019-02-09,5.3203511238098145,5.35517030909984,5.35517030909984,5.2228578698822465
2019-02-10,5.3203511238098145,5.35517030909984,5.35517030909984,5.2228578698822465
2019-02-11,5.3203511238098145,5.35517030909984,5.35517030909984,5.2228578698822465
2019-02-12,5.348206996917725,5.32035177808433,5.362134606334421,5.32035177808433
2019-02-13,5.292496681213379,5.362134729901632,5.376062339639282,5.292496681213379
2019-02-14,5.264641761779785,5.306424593374018,5.341243785732759,5.19500370912273
2019-02-15,5.341243267059326,5.306424078081781,5.383026094596144,5.292496468902841
2019-02-16,5.459628582000732,5.362134977278988,5.459628582000732,5.299460896598351
2019-02-17,5.459628582000732,5.362134977278988,5.459628582000732,5.299460896598351
2019-02-18,5.459628582000732,5.362134977278988,5.459628582000732,5.299460896598351
2019-02-19,5.459628582000732,5.362134977278988,5.459628582000732,5.299460896598351
2019-02-20,5.243749618530273,5.243749618530273,5.334278905528944,5.236785648420945
2019-02-21,5.3273162841796875,5.306424701924988,5.376062756006595,5.306424701924988
2019-02-22,5.389989852905273,5.3969538236796595,5.417845403942416,5.362134633928533
2019-02-23,5.396953582763672,5.369098365030368,5.417845162093844,5.369098365030368
2019-02-24,5.396953582763672,5.369098365030368,5.417845162093844,5.369098365030368
2019-02-25,5.396953582763672,5.369098365030368,5.417845162093844,5.369098365030368
2019-02-26,5.501410484313965,5.473555268256506,5.619794986527979,5.459627660227777
2019-02-27,5.522303104400635,5.557122299166444,5.557122299166444,5.480520269917934
2019-02-28,5.584978103637695,5.578014131549346,5.598905383693464,5.522303351023945
2019-03-01,5.522303104400635,5.571049910660678,5.571049910660678,5.501411853189509
2019-03-02,5.5919413566589355,5.564086132700172,5.612833272718702,5.480520460823882
2019-03-03,5.5919413566589355,5.564086132700172,5.612833272718702,5.480520460823882
2019-03-04,5.5919413566589355,5.564086132700172,5.612833272718702,5.480520460823882
2019-03-05,5.682469844818115,5.515338535057769,5.689433815421661,5.508374564454223
2019-03-06,5.564085960388184,5.501411874452126,5.591941183484309,5.501411874452126
2019-03-07,5.522303104400635,5.473556630201042,5.571049910660678,5.4665926584237
2019-03-08,5.466592311859131,5.480519922470398,5.515339115028782,5.4108818694140615
2019-03-09,5.51533842086792,5.396953579541855,5.536229668125232,5.396953579541855
2019-03-10,5.51533842086792,5.396953579541855,5.536229668125232,5.396953579541855
2019-03-11,5.51533842086792,5.396953579541855,5.536229668125232,5.396953579541855
2019-03-12,5.564085960388184,5.438737456455616,5.571049932192441,5.438737456455616
2019-03-13,5.571049213409424,5.536230023001451,5.612832374723155,5.536230023001451
2019-03-14,5.668542385101318,5.612831950309428,5.689433632118084,5.564084821775948
2019-03-15,5.772999286651611,5.745144069244349,5.800854504058875,5.710324881455078
2019-03-16,5.793890953063965,5.675506104483693,5.800854923950055,5.675506104483693
2019-03-17,5.793890953063965,5.675506104483693,5.800854923950055,5.675506104483693
2019-03-18,5.793890953063965,5.675506104483693,5.800854923950055,5.675506104483693
2019-03-19,5.814782619476318,5.793890707702783,5.821745925946709,5.793890707702783
2019-03-20,5.724253177642822,5.6197956077891495,5.752108396779639,5.6197956077891495
2019-03-21,5.689433574676514,5.640687110755955,5.689433574676514,5.5431935187940775
2019-03-22,5.55015754699707,5.578013098129298,5.578013098129298,5.536229937461158
2019-03-23,5.571049213409424,5.452664364494808,5.598904432911638,5.452664364494808
2019-03-24,5.571049213409424,5.452664364494808,5.598904432911638,5.452664364494808
2019-03-25,5.571049213409424,5.452664364494808,5.598904432911638,5.452664364494808
2019-03-26,5.598905086517334,5.529267029632382,5.619796337552596,5.522303057913662
2019-03-27,5.584978103637695,5.598905383693464,5.64765186007005,5.529267323112294
2019-03-28,5.4805192947387695,5.550157339818854,5.564084948834871,5.417845220196888
2019-03-29,5.503096103668213,5.5877590378365,5.5877590378365,5.432543322107378
2019-03-30,5.5736494064331055,5.70769924103628,5.70769924103628,5.517207441636115
2019-03-31,5.5736494064331055,5.70769924103628,5.70769924103628,5.517207441636115
2019-04-01,5.5736494064331055,5.70769924103628,5.70769924103628,5.517207441636115
