Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-01-29,58.650001525878906,58.650001525878906,58.709999084472656,58.439998626708984,58.68000030517578,5789,VUAA.L
2020-01-30,58.084999084472656,58.084999084472656,58.27000045776367,58.0,58.27000045776367,7600,VUAA.L
2020-01-31,57.75,57.75,58.52000045776367,58.0,58.52000045776367,226,VUAA.L
2020-02-03,58.060001373291016,58.060001373291016,58.27000045776367,57.79999923706055,58.27000045776367,536,VUAA.L
2020-02-04,58.88999938964844,58.88999938964844,58.83000183105469,58.58000183105469,58.689998626708984,332,VUAA.L
2020-02-05,59.31999969482422,59.31999969482422,59.47999954223633,59.130001068115234,59.130001068115234,805,VUAA.L
2020-02-06,59.70000076293945,59.70000076293945,60.209999084472656,59.4900016784668,60.209999084472656,16570,VUAA.L
2020-02-07,59.584999084472656,59.584999084472656,60.029998779296875,59.400001525878906,60.029998779296875,28222,VUAA.L
2020-02-10,59.61000061035156,59.61000061035156,59.63999938964844,59.43000030517578,59.43000030517578,20187,VUAA.L
2020-02-11,60.125,60.125,60.13999938964844,59.9900016784668,59.9900016784668,195,VUAA.L
2020-02-12,60.279998779296875,60.279998779296875,60.439998626708984,59.474998474121094,60.439998626708984,5356,VUAA.L
2020-02-13,60.310001373291016,60.310001373291016,60.459999084472656,60.099998474121094,60.459999084472656,2093,VUAA.L
2020-02-14,60.33000183105469,60.33000183105469,60.331939697265625,60.290000915527344,60.290000915527344,36,VUAA.L
2020-02-17,60.525001525878906,60.525001525878906,60.56999969482422,60.5,60.5,5754,VUAA.L
2020-02-18,59.974998474121094,59.974998474121094,60.459999084472656,60.0099983215332,60.459999084472656,274,VUAA.L
2020-02-19,60.560001373291016,60.560001373291016,60.560001373291016,60.439998626708984,60.560001373291016,3174,VUAA.L
2020-02-20,60.060001373291016,60.060001373291016,60.439998626708984,60.439998626708984,60.439998626708984,125,VUAA.L
2020-02-21,59.755001068115234,59.755001068115234,60.060001373291016,59.599998474121094,59.97999954223633,23076,VUAA.L
2020-02-24,57.95500183105469,57.95500183105469,58.650001525878906,57.810001373291016,58.650001525878906,44234,VUAA.L
2020-02-25,56.959999084472656,56.959999084472656,58.16999816894531,56.970001220703125,58.16999816894531,17517,VUAA.L
2020-02-26,56.75,56.75,56.779998779296875,55.52000045776367,56.290000915527344,20281,VUAA.L
2020-02-27,54.59000015258789,54.59000015258789,55.33000183105469,53.900001525878906,55.33000183105469,245716,VUAA.L
2020-02-28,51.98500061035156,51.98500061035156,52.56999969482422,51.349998474121094,52.56999969482422,44774,VUAA.L
2020-03-02,53.810001373291016,53.810001373291016,54.12699890136719,52.189998626708984,53.790000915527344,312567,VUAA.L
2020-03-03,54.21500015258789,54.21500015258789,55.86000061035156,54.70000076293945,54.90999984741211,46804,VUAA.L
2020-03-04,54.70000076293945,54.70000076293945,54.90999984741211,54.369998931884766,54.439998626708984,30948,VUAA.L
2020-03-05,54.97999954223633,54.97999954223633,55.20000076293945,54.400001525878906,55.20000076293945,744,VUAA.L
2020-03-06,52.724998474121094,52.724998474121094,53.54999923706055,52.06999969482422,53.470001220703125,27256,VUAA.L
2020-03-09,50.20000076293945,50.20000076293945,53.0,49.0,53.0,378288,VUAA.L
2020-03-10,49.40999984741211,49.40999984741211,51.459999084472656,49.0,50.41999816894531,300040,VUAA.L
2020-03-11,49.68000030517578,49.68000030517578,50.709999084472656,49.494998931884766,50.709999084472656,42321,VUAA.L
2020-03-12,45.244998931884766,45.244998931884766,47.38999938964844,44.904998779296875,47.209999084472656,670816,VUAA.L
2020-03-13,45.02750015258789,45.02750015258789,47.17499923706055,44.79999923706055,46.07500076293945,498372,VUAA.L
2020-03-16,44.88999938964844,44.88999938964844,45.39500045776367,42.900001525878906,44.97999954223633,17294,VUAA.L
2020-03-17,44.817501068115234,44.817501068115234,45.72999954223633,42.5,45.26499938964844,39307,VUAA.L
2020-03-18,42.67250061035156,42.67250061035156,43.880001068115234,41.928001403808594,43.880001068115234,18286,VUAA.L
2020-03-19,43.01499938964844,43.01499938964844,43.47480010986328,41.755001068115234,42.44499969482422,40074,VUAA.L
2020-03-20,42.182498931884766,42.182498931884766,44.98500061035156,42.45000076293945,44.209999084472656,57333,VUAA.L
2020-03-23,39.9375,39.9375,42.29499816894531,39.25,39.790000915527344,25205,VUAA.L
2020-03-24,43.529998779296875,43.529998779296875,43.084999084472656,41.599998474121094,41.849998474121094,10873,VUAA.L
2020-03-25,44.86000061035156,44.86000061035156,45.0,43.0,44.369998931884766,21389,VUAA.L
2020-03-26,46.38999938964844,46.38999938964844,46.45600128173828,43.5,43.7400016784668,133406,VUAA.L
2020-03-27,45.51499938964844,45.51499938964844,46.33000183105469,45.22999954223633,46.33000183105469,36315,VUAA.L
2020-03-30,46.625,46.625,46.625,45.209999084472656,45.619998931884766,205528,VUAA.L
2020-03-31,47.275001525878906,47.275001525878906,47.41999816894531,45.624000549316406,47.41999816894531,59349,VUAA.L
2020-04-01,44.85499954223633,44.85499954223633,45.22999954223633,44.5,45.005001068115234,197846,VUAA.L
2020-04-02,44.720001220703125,44.720001220703125,45.040000915527344,43.9900016784668,44.79499816894531,2394,VUAA.L
2020-04-03,44.6349983215332,44.6349983215332,45.064998626708984,44.564998626708984,44.91999816894531,11794,VUAA.L
2020-04-06,46.782501220703125,46.782501220703125,46.90999984741211,46.290000915527344,46.5099983215332,2992,VUAA.L
2020-04-07,48.752498626708984,48.752498626708984,49.5,48.244998931884766,48.349998474121094,50411,VUAA.L
2020-04-08,48.560001373291016,48.560001373291016,48.64500045776367,47.51499938964844,47.599998474121094,6095,VUAA.L
2020-04-09,50.07500076293945,50.07500076293945,50.29999923706055,48.59000015258789,49.54999923706055,23534,VUAA.L
2020-04-14,50.439998626708984,50.439998626708984,50.810001373291016,49.91999816894531,50.310001373291016,137869,VUAA.L
2020-04-15,49.63750076293945,49.63750076293945,50.95709991455078,49.53499984741211,50.77000045776367,43935,VUAA.L
2020-04-16,50.13999938964844,50.13999938964844,50.47999954223633,49.73500061035156,50.099998474121094,47820,VUAA.L
2020-04-17,50.814998626708984,50.814998626708984,51.68000030517578,50.779998779296875,51.459999084472656,3204,VUAA.L
2020-04-20,51.23500061035156,51.23500061035156,51.380001068115234,50.650001525878906,51.380001068115234,13052,VUAA.L
2020-04-21,49.02750015258789,49.02750015258789,50.400001525878906,49.029998779296875,50.38999938964844,8401,VUAA.L
2020-04-22,49.974998474121094,49.974998474121094,50.15999984741211,49.35945129394531,49.584999084472656,3608,VUAA.L
2020-04-23,50.7599983215332,50.7599983215332,50.959999084472656,49.9900016784668,50.5,14312,VUAA.L
2020-04-24,50.130001068115234,50.130001068115234,50.52000045776367,49.81999969482422,49.8849983215332,13634,VUAA.L
2020-04-27,51.47999954223633,51.47999954223633,51.43000030517578,51.16999816894531,51.16999816894531,137917,VUAA.L
2020-04-28,51.584999084472656,51.584999084472656,52.369998931884766,51.36000061035156,51.459999084472656,48483,VUAA.L
2020-04-29,52.595001220703125,52.595001220703125,52.63999938964844,51.61000061035156,51.61000061035156,43444,VUAA.L
2020-04-30,52.2400016784668,52.2400016784668,53.02109909057617,51.95000076293945,52.970001220703125,30307,VUAA.L
2020-05-01,50.98500061035156,50.98500061035156,51.31999969482422,50.95000076293945,51.11000061035156,14915,VUAA.L
2020-05-04,50.46500015258789,50.46500015258789,50.560001373291016,50.08000183105469,50.560001373291016,2880,VUAA.L
2020-05-05,51.80500030517578,51.80500030517578,51.75,51.119998931884766,51.31999969482422,9961,VUAA.L
2020-05-06,51.42499923706055,51.42499923706055,51.849998474121094,51.349998474121094,51.7400016784668,8990,VUAA.L
2020-05-07,51.79499816894531,51.79499816894531,51.88999938964844,51.58000183105469,51.58000183105469,6768,VUAA.L
2020-05-11,52.3849983215332,52.3849983215332,52.77000045776367,52.0,52.72999954223633,14521,VUAA.L
2020-05-12,52.54499816894531,52.54499816894531,52.95000076293945,52.220001220703125,52.220001220703125,8521,VUAA.L
2020-05-13,50.970001220703125,50.970001220703125,51.650001525878906,51.0,51.45000076293945,36752,VUAA.L
2020-05-14,50.33000183105469,50.33000183105469,50.650001525878906,49.63999938964844,50.380001068115234,92464,VUAA.L
2020-05-15,50.775001525878906,50.775001525878906,51.38999938964844,50.54999923706055,51.150001525878906,16059,VUAA.L
2020-05-18,52.9900016784668,52.9900016784668,52.75,51.90999984741211,51.91999816894531,25915,VUAA.L
2020-05-19,53.09000015258789,53.09000015258789,53.33000183105469,52.7400016784668,53.33000183105469,21312,VUAA.L
2020-05-20,53.459999084472656,53.459999084472656,53.400001525878906,52.90999984741211,52.90999984741211,5926,VUAA.L
2020-05-21,52.81999969482422,52.81999969482422,53.16999816894531,52.9900016784668,52.9900016784668,1355,VUAA.L
2020-05-22,52.720001220703125,52.720001220703125,53.119998931884766,52.38999938964844,52.38999938964844,2762,VUAA.L
2020-05-26,54.02000045776367,54.02000045776367,54.33000183105469,53.93000030517578,54.04999923706055,3653,VUAA.L
2020-05-27,53.66999816894531,53.66999816894531,54.5,53.5,54.099998474121094,1271,VUAA.L
2020-05-28,54.80500030517578,54.80500030517578,54.88999938964844,54.4900016784668,54.66999816894531,1498,VUAA.L
2020-05-29,54.099998474121094,54.099998474121094,54.599998474121094,54.0,54.400001525878906,16468,VUAA.L
2020-06-01,54.665000915527344,54.665000915527344,54.86000061035156,54.400001525878906,54.86000061035156,973,VUAA.L
2020-06-02,54.90999984741211,54.90999984741211,55.349998474121094,54.5099983215332,54.790000915527344,3293,VUAA.L
2020-06-03,55.94499969482422,55.94499969482422,56.0,55.459999084472656,55.5,134110,VUAA.L
2020-06-04,55.880001068115234,55.880001068115234,56.150001525878906,55.7400016784668,55.84000015258789,2126,VUAA.L
2020-06-05,57.564998626708984,57.564998626708984,57.54999923706055,56.279998779296875,56.33000183105469,13075,VUAA.L
2020-06-08,57.665000915527344,57.665000915527344,57.720001220703125,57.279998779296875,57.31999969482422,9030,VUAA.L
2020-06-09,57.685001373291016,57.685001373291016,58.220001220703125,57.349998474121094,57.91999816894531,5043,VUAA.L
2020-06-10,57.39500045776367,57.39500045776367,58.0099983215332,57.29999923706055,57.779998779296875,2855,VUAA.L
2020-06-11,55.36000061035156,55.36000061035156,56.7599983215332,55.36000061035156,56.7599983215332,15860,VUAA.L
2020-06-12,54.279998779296875,54.279998779296875,55.65999984741211,54.0,54.52000045776367,17464,VUAA.L
2020-06-15,54.150001525878906,54.150001525878906,55.46699905395508,53.48099899291992,53.060001373291016,3402,VUAA.L
2020-06-16,56.084999084472656,56.084999084472656,56.70000076293945,55.61000061035156,55.66999816894531,18942,VUAA.L
2020-06-17,56.064998626708984,56.064998626708984,56.66999816894531,56.0,56.540000915527344,1136,VUAA.L
2020-06-18,55.970001220703125,55.970001220703125,56.18000030517578,55.61000061035156,55.93000030517578,2332,VUAA.L
2020-06-19,56.28499984741211,56.28499984741211,56.970001220703125,56.16999816894531,56.209999084472656,3486,VUAA.L
2020-06-22,55.70500183105469,55.70500183105469,55.959999084472656,55.15999984741211,55.439998626708984,21253,VUAA.L
2020-06-23,56.59000015258789,56.59000015258789,56.63999938964844,55.88999938964844,56.209999084472656,54327,VUAA.L
2020-06-24,54.974998474121094,54.974998474121094,56.349998474121094,54.93000030517578,56.029998779296875,2360,VUAA.L
2020-06-25,54.78499984741211,54.78499984741211,54.900001525878906,54.380001068115234,54.630001068115234,42407,VUAA.L
2020-06-26,54.43000030517578,54.43000030517578,55.470001220703125,54.29999923706055,55.25,2219,VUAA.L
2020-06-29,54.630001068115234,54.630001068115234,54.70000076293945,54.0,54.349998474121094,21277,VUAA.L
2020-06-30,55.279998779296875,55.279998779296875,55.380001068115234,54.75,54.959999084472656,42291,VUAA.L
2020-07-01,55.75,55.75,56.279998779296875,55.279998779296875,55.59000015258789,3356,VUAA.L
2020-07-02,56.40999984741211,56.40999984741211,56.939998626708984,56.29999923706055,56.38999938964844,2036,VUAA.L
2020-07-03,56.119998931884766,56.119998931884766,56.61000061035156,56.099998474121094,56.61000061035156,1832,VUAA.L
2020-07-06,57.18000030517578,57.18000030517578,57.31999969482422,56.790000915527344,57.040000915527344,15826,VUAA.L
2020-07-07,57.209999084472656,57.209999084472656,57.209999084472656,56.66999816894531,56.970001220703125,546,VUAA.L
2020-07-08,56.505001068115234,56.505001068115234,56.95000076293945,56.47999954223633,56.5099983215332,4683,VUAA.L
2020-07-09,56.185001373291016,56.185001373291016,57.150001525878906,56.16999816894531,56.9900016784668,15510,VUAA.L
2020-07-10,56.849998474121094,56.849998474121094,56.869998931884766,56.2599983215332,56.2599983215332,889,VUAA.L
2020-07-13,58.09000015258789,58.09000015258789,58.099998474121094,57.43000030517578,57.43000030517578,6044,VUAA.L
2020-07-14,56.720001220703125,56.720001220703125,57.040000915527344,56.369998931884766,57.029998779296875,1624,VUAA.L
2020-07-15,57.9900016784668,57.9900016784668,58.25,57.709999084472656,57.83000183105469,26019,VUAA.L
2020-07-16,57.689998626708984,57.689998626708984,58.0,57.560001373291016,58.0,751,VUAA.L
2020-07-17,57.78499984741211,57.78499984741211,58.25,57.7400016784668,57.7599983215332,17018,VUAA.L
2020-07-20,58.185001373291016,58.185001373291016,58.20000076293945,57.40999984741211,57.63999938964844,6052,VUAA.L
2020-07-21,58.849998474121094,58.849998474121094,59.130001068115234,58.69499969482422,58.79999923706055,4331,VUAA.L
2020-07-22,58.65999984741211,58.65999984741211,58.939998626708984,58.210899353027344,58.66999816894531,16073,VUAA.L
2020-07-23,58.88999938964844,58.88999938964844,59.40999984741211,58.84000015258789,59.15999984741211,2563,VUAA.L
2020-07-24,57.959999084472656,57.959999084472656,58.09000015258789,57.72999954223633,57.959999084472656,14109,VUAA.L
2020-07-27,57.994998931884766,57.994998931884766,58.25,57.84000015258789,57.97999954223633,1940,VUAA.L
2020-07-28,58.220001220703125,58.220001220703125,58.41999816894531,57.95000076293945,58.41999816894531,2300,VUAA.L
2020-07-29,58.380001068115234,58.380001068115234,58.380001068115234,58.0,58.040000915527344,3522,VUAA.L
2020-07-30,58.04999923706055,58.04999923706055,58.560001373291016,57.70000076293945,58.40999984741211,27994,VUAA.L
2020-07-31,58.33000183105469,58.33000183105469,58.869998931884766,58.13999938964844,58.72999954223633,2539,VUAA.L
2020-08-03,59.290000915527344,59.290000915527344,59.34000015258789,58.66999816894531,58.810001373291016,3502,VUAA.L
2020-08-04,59.39500045776367,59.39500045776367,59.529998779296875,59.0,59.529998779296875,3452,VUAA.L
2020-08-05,59.86000061035156,59.86000061035156,59.95000076293945,59.72999954223633,59.790000915527344,5152,VUAA.L
2020-08-06,59.7599983215332,59.7599983215332,59.9900016784668,59.72999954223633,59.88999938964844,5134,VUAA.L
2020-08-07,60.165000915527344,60.165000915527344,60.290000915527344,59.939998626708984,60.060001373291016,2721,VUAA.L
2020-08-10,60.279998779296875,60.279998779296875,60.5099983215332,60.2400016784668,60.380001068115234,6902,VUAA.L
2020-08-11,60.779998779296875,60.779998779296875,60.91999816894531,60.5,60.61000061035156,11301,VUAA.L
2020-08-12,60.80500030517578,60.80500030517578,60.84000015258789,60.22999954223633,60.33000183105469,92424,VUAA.L
2020-08-13,60.92499923706055,60.92499923706055,60.93000030517578,60.70000076293945,60.72999954223633,137439,VUAA.L
2020-08-14,60.77000045776367,60.77000045776367,61.08000183105469,60.45000076293945,60.86000061035156,7142,VUAA.L
2020-08-17,60.95500183105469,60.95500183105469,61.060001373291016,60.75,60.779998779296875,6554,VUAA.L
2020-08-18,60.974998474121094,60.974998474121094,61.11000061035156,60.7599983215332,60.900001525878906,6759,VUAA.L
2020-08-19,61.22999954223633,61.22999954223633,61.22999954223633,61.0099983215332,61.0099983215332,143312,VUAA.L
2020-08-20,60.78499984741211,60.78499984741211,60.83000183105469,60.400001525878906,60.54999923706055,29302,VUAA.L
2020-08-21,61.025001525878906,61.025001525878906,61.189998626708984,60.56999969482422,61.060001373291016,2135,VUAA.L
2020-08-24,61.54499816894531,61.54499816894531,61.72999954223633,60.81999969482422,61.41999816894531,4723,VUAA.L
2020-08-25,61.85499954223633,61.85499954223633,62.34000015258789,61.7599983215332,62.099998474121094,9952,VUAA.L
2020-08-26,62.27000045776367,62.27000045776367,62.316001892089844,61.9900016784668,62.02000045776367,3424,VUAA.L
2020-08-27,62.95000076293945,62.95000076293945,63.040000915527344,62.59000015258789,62.650001525878906,1454,VUAA.L
2020-08-28,62.95000076293945,62.95000076293945,63.189998626708984,62.779998779296875,62.9900016784668,30938,VUAA.L
2020-09-01,63.224998474121094,63.224998474121094,63.400001525878906,63.0,63.290000915527344,20891,VUAA.L
2020-09-02,63.88999938964844,63.88999938964844,64.08999633789062,63.630001068115234,63.849998474121094,18221,VUAA.L
2020-09-03,62.599998474121094,62.599998474121094,64.61000061035156,62.400001525878906,64.48999786376953,13435,VUAA.L
2020-09-04,60.849998474121094,60.849998474121094,62.720001220703125,60.470001220703125,62.099998474121094,10650,VUAA.L
2020-09-07,61.8849983215332,61.8849983215332,61.7599983215332,61.20000076293945,61.20000076293945,2387,VUAA.L
2020-09-08,60.6150016784668,60.6150016784668,62.04999923706055,60.36000061035156,62.0099983215332,14969,VUAA.L
2020-09-09,61.310001373291016,61.310001373291016,61.27000045776367,60.2400016784668,60.349998474121094,30225,VUAA.L
2020-09-10,61.43000030517578,61.43000030517578,61.720001220703125,60.97999954223633,61.619998931884766,9494,VUAA.L
2020-09-11,60.47999954223633,60.47999954223633,60.91999816894531,60.209999084472656,60.70000076293945,3814,VUAA.L
2020-09-14,61.23500061035156,61.23500061035156,61.310001373291016,60.709999084472656,60.939998626708984,6619,VUAA.L
2020-09-15,61.58000183105469,61.58000183105469,61.599998474121094,61.119998931884766,61.119998931884766,10370,VUAA.L
2020-09-16,61.70000076293945,61.70000076293945,61.7599983215332,61.2599983215332,61.470001220703125,17260,VUAA.L
2020-09-17,60.66999816894531,60.66999816894531,60.779998779296875,59.939998626708984,60.09000015258789,11251,VUAA.L
2020-09-18,60.209999084472656,60.209999084472656,60.88999938964844,60.220001220703125,60.63999938964844,10808,VUAA.L
2020-09-21,58.345001220703125,58.345001220703125,59.97999954223633,58.279998779296875,59.7400016784668,7505,VUAA.L
2020-09-22,59.19499969482422,59.19499969482422,59.45000076293945,58.959999084472656,59.13999938964844,2529,VUAA.L
2020-09-23,59.45500183105469,59.45500183105469,60.220001220703125,59.56999969482422,59.810001373291016,24373,VUAA.L
2020-09-24,58.44499969482422,58.44499969482422,58.63629913330078,57.95000076293945,58.290000915527344,5456,VUAA.L
2020-09-25,58.8849983215332,58.8849983215332,58.97999954223633,58.08000183105469,58.97999954223633,5794,VUAA.L
2020-09-28,60.40999984741211,60.40999984741211,60.59000015258789,59.83000183105469,59.83000183105469,1143,VUAA.L
2020-09-29,60.25,60.25,60.59000015258789,60.053001403808594,60.59000015258789,2563,VUAA.L
2020-09-30,60.880001068115234,60.880001068115234,60.880001068115234,59.61000061035156,59.83000183105469,29522,VUAA.L
2020-10-01,61.02000045776367,61.02000045776367,61.25,60.77000045776367,61.11000061035156,16852,VUAA.L
2020-10-02,60.5,60.5,60.630001068115234,59.79999923706055,60.20000076293945,5277,VUAA.L
2020-10-05,61.2400016784668,61.2400016784668,61.3213005065918,60.529998779296875,61.029998779296875,22607,VUAA.L
2020-10-06,61.439998626708984,61.439998626708984,61.790000915527344,61.20000076293945,61.38999938964844,24143,VUAA.L
2020-10-07,61.459999084472656,61.459999084472656,61.470001220703125,60.70000076293945,60.95000076293945,5390,VUAA.L
2020-10-08,62.0,62.0,62.369998931884766,61.79999923706055,61.869998931884766,4950,VUAA.L
2020-10-09,62.619998931884766,62.619998931884766,62.70000076293945,62.43000030517578,62.459999084472656,1076,VUAA.L
2020-10-12,63.665000915527344,63.665000915527344,63.689998626708984,62.900001525878906,62.959999084472656,2108,VUAA.L
2020-10-13,63.650001525878906,63.650001525878906,63.900001525878906,63.459999084472656,63.66999816894531,4063,VUAA.L
2020-10-14,63.33000183105469,63.33000183105469,63.869998931884766,63.2599983215332,63.650001525878906,129911,VUAA.L
2020-10-15,62.46500015258789,62.46500015258789,62.900001525878906,62.11000061035156,62.650001525878906,25481,VUAA.L
2020-10-16,63.165000915527344,63.165000915527344,63.47999954223633,62.70000076293945,62.95000076293945,4039,VUAA.L
2020-10-19,62.654998779296875,62.654998779296875,63.4900016784668,62.72999954223633,63.08000183105469,5367,VUAA.L
2020-10-20,62.16999816894531,62.16999816894531,62.45000076293945,62.0,62.20000076293945,4175,VUAA.L
2020-10-21,62.150001525878906,62.150001525878906,62.66999816894531,61.939998626708984,62.459999084472656,36818,VUAA.L
2020-10-22,61.970001220703125,61.970001220703125,62.29999923706055,61.650001525878906,61.880001068115234,17503,VUAA.L
2020-10-23,62.29999923706055,62.29999923706055,62.650001525878906,62.29999923706055,62.54999923706055,4442,VUAA.L
2020-10-26,61.11000061035156,61.11000061035156,62.599998474121094,61.11000061035156,61.77000045776367,22726,VUAA.L
2020-10-27,61.380001068115234,61.380001068115234,61.869998931884766,61.20000076293945,61.630001068115234,11805,VUAA.L
2020-10-28,59.584999084472656,59.584999084472656,60.939998626708984,59.29999923706055,60.93000030517578,205337,VUAA.L
2020-10-29,59.525001525878906,59.525001525878906,59.88999938964844,59.0,59.59000015258789,10217,VUAA.L
2020-10-30,58.95000076293945,58.95000076293945,59.43000030517578,58.5,58.7400016784668,108766,VUAA.L
2020-11-02,59.775001525878906,59.775001525878906,60.040000915527344,59.189998626708984,59.279998779296875,207718,VUAA.L
2020-11-03,61.06999969482422,61.06999969482422,61.18000030517578,60.04999923706055,60.04999923706055,1948,VUAA.L
2020-11-04,62.5099983215332,62.5099983215332,62.68000030517578,60.400001525878906,60.560001373291016,32837,VUAA.L
2020-11-05,63.529998779296875,63.529998779296875,63.72999954223633,62.90999984741211,63.0,28732,VUAA.L
2020-11-06,63.33000183105469,63.33000183105469,63.5,62.59000015258789,63.15999984741211,7478,VUAA.L
2020-11-09,65.21499633789062,65.21499633789062,66.58000183105469,64.16999816894531,64.22000122070312,53897,VUAA.L
2020-11-10,63.959999084472656,63.959999084472656,64.3499984741211,63.47800064086914,64.16000366210938,57556,VUAA.L
2020-11-11,64.51499938964844,64.51499938964844,64.62999725341797,64.19000244140625,64.19000244140625,9817,VUAA.L
2020-11-12,64.29000091552734,64.29000091552734,64.5199966430664,64.05000305175781,64.16000366210938,71106,VUAA.L
2020-11-13,64.33999633789062,64.33999633789062,64.5199966430664,64.19000244140625,64.20999908447266,28948,VUAA.L
2020-11-16,65.51000213623047,65.51000213623047,65.7300033569336,65.05999755859375,65.54000091552734,21067,VUAA.L
2020-11-17,65.26499938964844,65.26499938964844,65.5199966430664,64.91000366210938,65.30999755859375,42025,VUAA.L
2020-11-18,65.33499908447266,65.33499908447266,65.52999877929688,65.0,65.1500015258789,46685,VUAA.L
2020-11-19,64.33000183105469,64.33000183105469,64.5999984741211,64.0999984741211,64.5,17649,VUAA.L
2020-11-20,64.65499877929688,64.65499877929688,64.83000183105469,64.37999725341797,64.44999694824219,57759,VUAA.L
2020-11-23,64.33999633789062,64.33999633789062,64.87000274658203,64.2699966430664,64.61000061035156,3428,VUAA.L
2020-11-24,65.56999969482422,65.56999969482422,65.58000183105469,65.02999877929688,65.27999877929688,20107,VUAA.L
2020-11-25,65.5,65.5,65.98999786376953,65.41999816894531,65.8499984741211,6425,VUAA.L
2020-11-26,65.62000274658203,65.62000274658203,65.9000015258789,65.54000091552734,65.79000091552734,537,VUAA.L
2020-11-27,65.80500030517578,65.80500030517578,65.88999938964844,65.48999786376953,65.66000366210938,5688,VUAA.L
2020-11-30,65.05999755859375,65.05999755859375,65.76000213623047,65.0,65.37000274658203,9481,VUAA.L
2020-12-01,66.31500244140625,66.31500244140625,66.48999786376953,65.91000366210938,66.08000183105469,4167,VUAA.L
2020-12-02,66.20500183105469,66.20500183105469,66.29000091552734,65.9000015258789,66.05000305175781,3169,VUAA.L
2020-12-03,66.4800033569336,66.4800033569336,66.58999633789062,66.19999694824219,66.37999725341797,4982,VUAA.L
2020-12-04,66.74500274658203,66.74500274658203,66.8302993774414,66.37999725341797,66.44999694824219,16566,VUAA.L
2020-12-07,66.82499694824219,66.82499694824219,66.9000015258789,66.41999816894531,66.75,5333,VUAA.L
2020-12-08,66.78500366210938,66.78500366210938,66.8499984741211,66.30000305175781,66.58000183105469,21331,VUAA.L
2020-12-09,66.8499984741211,66.8499984741211,67.19000244140625,66.7699966430664,67.0999984741211,37076,VUAA.L
2020-12-10,66.48999786376953,66.48999786376953,66.58999633789062,66.0,66.4000015258789,39581,VUAA.L
2020-12-11,65.94000244140625,65.94000244140625,66.48999786376953,65.6500015258789,66.37000274658203,8759,VUAA.L
2020-12-14,66.5250015258789,66.5250015258789,66.91999816894531,66.55000305175781,66.61000061035156,137155,VUAA.L
2020-12-15,66.32499694824219,66.32499694824219,66.58999633789062,66.0,66.04000091552734,350005,VUAA.L
2020-12-16,66.94999694824219,66.94999694824219,67.08000183105469,66.69000244140625,66.72000122070312,56882,VUAA.L
2020-12-17,67.22000122070312,67.22000122070312,67.43000030517578,67.1500015258789,67.29000091552734,2358,VUAA.L
2020-12-18,66.91999816894531,66.91999816894531,67.44999694824219,66.83000183105469,67.2300033569336,11967,VUAA.L
2020-12-21,66.26000213623047,66.26000213623047,67.43000030517578,65.19000244140625,66.83999633789062,17831,VUAA.L
2020-12-22,66.78500366210938,66.78500366210938,67.05999755859375,66.47000122070312,66.66000366210938,5536,VUAA.L
